alpha,epoch,timestep,total_timestep,num_train_steps,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,policy/shifts-mean,policy/shifts-std,policy/shifts-max,policy/shifts-min,policy/scales-mean,policy/scales-std,policy/scales-max,policy/scales-min,policy/entropy-mean,policy/entropy-std,policy/actions-mean,policy/actions-std,policy/actions-min,policy/actions-max,evaluation/episode-reward-mean,evaluation/episode-reward-min,evaluation/episode-reward-max,evaluation/episode-reward-std,evaluation/episode-length-mean,evaluation/episode-length-min,evaluation/episode-length-max,evaluation/episode-length-std,training/episode-reward-mean,training/episode-reward-min,training/episode-reward-max,training/episode-reward-std,training/episode-length-mean,training/episode-length-min,training/episode-length-max,training/episode-length-std,update/Q_value-mean,update/Q_loss-mean,update/policy_loss-mean,update/alpha,update/alpha_loss-mean,times/epoch_before_hook,times/timestep_before_hook,times/sample,times/train,times/timestep_after_hook,times/training_paths,times/evaluation_paths,times/training_metrics,times/evaluation_metrics,times/epoch_after_hook,sampler/pool-size,sampler/max-path-return,sampler/last-path-return,sampler/episodes,sampler/total-samples,evaluation/environment_infos/reward_run-first-mean,evaluation/environment_infos/reward_run-last-mean,evaluation/environment_infos/reward_run-mean-mean,evaluation/environment_infos/reward_run-median-mean,evaluation/environment_infos/reward_run-range-mean,evaluation/environment_infos/reward_ctrl-first-mean,evaluation/environment_infos/reward_ctrl-last-mean,evaluation/environment_infos/reward_ctrl-mean-mean,evaluation/environment_infos/reward_ctrl-median-mean,evaluation/environment_infos/reward_ctrl-range-mean,training/environment_infos/reward_run-first-mean,training/environment_infos/reward_run-last-mean,training/environment_infos/reward_run-mean-mean,training/environment_infos/reward_run-median-mean,training/environment_infos/reward_run-range-mean,training/environment_infos/reward_ctrl-first-mean,training/environment_infos/reward_ctrl-last-mean,training/environment_infos/reward_ctrl-mean-mean,training/environment_infos/reward_ctrl-median-mean,training/environment_infos/reward_ctrl-range-mean
0.022199439,0,25000,25000,25000,False,,,1,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_18-45-31,1652809531,395.0176303386688,395.0176303386688,283289,cpu-q-259,10.43.77.35,395.0176303386688,0,1,31acc_00000,0.15410666,1.5152584,6.1508713,-5.1334105,0.4585625,0.13413294,0.85067564,0.057859298,-5.9250975,5.3271494,0.062251586,0.7550143,-0.99996555,0.99999195,2083.8545,2083.8545,2083.8545,0.0,1000.0,1000,1000,0.0,1223.2310862100655,341.20224356278743,2192.613764987499,666.3774889400128,1000.0,1000,1000,0.0,31.682152,0.8549201,-32.878113,0.16832508,1.484979,6.268199649639428e-05,0.15682598284911364,30.426710831641685,354.45912373505416,0.07371451702783816,0.1164847589971032,0.628755097015528,0.0024790540046524256,0.0005245979991741478,5.029025487601757e-06,35000,2192.6137649875004,2192.6137649875004,35,35000,-0.15881838137952534,3.043933509962642,2.489522605371327,2.5072648085321703,4.9004801345415085,-0.0733493447303772,-0.24177770614624025,-0.40566818028092383,-0.4013489961624146,0.5176917433738708,-0.11756213770337857,1.2229291202939976,1.5735910558948452,1.5497981126034228,5.370052736386373,-0.21595763325691225,-0.36651077270507815,-0.3503599696847796,-0.35137261390686036,0.5083147391676903
0.05950061,1,25000,50000,50000,False,,,2,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_18-51-55,1652809915,384.0894355773926,779.1070659160614,283289,cpu-q-259,10.43.77.35,779.1070659160614,0,2,31acc_00000,-0.18694021,1.505892,4.1007676,-4.588189,0.4508252,0.12832054,0.8492935,0.11528021,-5.801909,4.736922,-0.10309091,0.76402617,-0.99981093,0.9998503,4094.7017,4094.7017,4094.7017,0.0,1000.0,1000,1000,0.0,3557.2080884079755,2087.0890662988045,3999.383280721253,513.4161246000078,1000.0,1000,1000,0.0,86.82786,3.0105963,-88.1367,0.04310385,-0.0017247692,5.1144015742465854e-05,0.15804931175080128,30.08659325444023,351.9322879568499,0.07314514962490648,0.14995126097346656,0.6532335710071493,0.0022374410182237625,0.0005151730147190392,5.651003448292613e-06,60000,3999.383280721255,3999.383280721255,60,60000,0.21844404751881624,3.343079540268832,4.499761381835619,4.546663723275799,7.736369048701644,-0.17286659479141236,-0.3042518138885498,-0.40505981182456013,-0.41622602939605713,0.5346337914466859,-0.02403387039441019,3.9548878424637053,3.95635086619721,4.0815336445482675,7.244057052967378,-0.13933264911174775,-0.4188309216499329,-0.3991427777892351,-0.40815962672233586,0.5119784712791444
0.08804361,2,25000,75000,75000,False,,,3,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_18-58-19,1652810299,384.0243384838104,1163.1314043998718,283289,cpu-q-259,10.43.77.35,1163.1314043998718,0,3,31acc_00000,-0.19690359,1.4980928,4.336303,-3.5031967,0.47096732,0.124766886,1.1031698,0.120764084,-5.947186,4.554985,-0.12800033,0.77137595,-0.99924266,0.99969107,4781.2905,4781.2905,4781.2905,0.0,1000.0,1000,1000,0.0,4415.596922883826,3270.943760394851,4919.544245501505,452.12730783276925,1000.0,1000,1000,0.0,185.26608,5.122433,-186.63748,0.07621338,-0.0012231569,4.820601316168904e-05,0.15820196745335124,30.174345034756698,351.82655100073316,0.07491712420596741,0.11609811100061052,0.63337003000197,0.002001996006583795,0.0004970039881300181,1.8520222511142492e-06,85000,4919.544245501507,4919.544245501507,85,85000,-0.133546697744103,6.416320448184933,5.180508922117181,5.248296437416968,8.614834599173358,-0.21874232292175294,-0.5243102073669433,-0.3992183406889439,-0.4058669567108154,0.526886111497879,-0.1371819524852076,4.691249035474016,4.815453765154021,4.913175667319123,8.182498679555511,-0.19464985251426697,-0.38328874111175537,-0.3998568422701955,-0.40519793868064885,0.4941297772526741
0.10586971,3,25000,100000,100000,False,,,4,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-04-43,1652810683,384.4667947292328,1547.5981991291046,283289,cpu-q-259,10.43.77.35,1547.5981991291046,0,4,31acc_00000,-0.33150935,1.4689444,4.721634,-4.0087466,0.46625957,0.1341638,1.2242718,0.086627044,-6.0872793,4.2397842,-0.17577632,0.76960063,-0.9994963,0.99976164,5663.9653,5663.9653,5663.9653,0.0,1000.0,1000,1000,0.0,5518.3693636173975,5414.461818996722,5698.879639230726,71.44848658524484,1000.0,1000,1000,0.0,257.36066,6.602622,-258.6447,0.09585024,-0.00078249,5.325101665221155e-05,0.15901179786305875,30.357837532937992,351.89774048147956,0.076373110874556,0.2933255600219127,0.6407989700092003,0.00190917297732085,0.0004990160232409835,1.9849976524710655e-06,110000,5698.879639230722,5515.9880157819025,110,110000,-0.08454814080399622,6.305442817318863,6.078497783938641,6.130801802543715,9.204205547122587,-0.12877511978149414,-0.3860980033874512,-0.4145326640963555,-0.4224157571792603,0.4787153363227844,-0.2657656228646282,6.321624985130711,5.932543589788773,5.974386806282929,9.13139855156181,-0.24554731726646425,-0.47550985574722293,-0.4141742261713744,-0.418761329650879,0.4746575117111206
0.12576137,4,25000,125000,125000,False,,,5,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-11-08,1652811068,384.07560181617737,1931.673800945282,283289,cpu-q-259,10.43.77.35,1931.673800945282,0,5,31acc_00000,-0.17720605,1.4833833,3.1985075,-4.0725946,0.4668506,0.1289766,1.0569173,0.10452701,-5.979003,4.7568603,-0.11459016,0.77498126,-0.9995713,0.9990145,6175.5483,6175.5483,6175.5483,0.0,1000.0,1000,1000,0.0,6099.195508354045,5960.523460057004,6276.437446710966,88.24782759974259,1000.0,1000,1000,0.0,318.14285,6.6890945,-319.31683,0.118372366,-0.0008293612,5.897998926229775e-05,0.1553615087759681,30.14139546651859,351.91378094328684,0.07498146485886537,0.11725906800711527,0.633554470987292,0.0020585019956342876,0.0005242119950708002,2.3139873519539833e-06,135000,6276.437446710968,6136.796107375714,135,135000,-0.23332484954471966,5.808750079604579,6.569378963136845,6.5785892037416716,9.284014124074632,-0.2382814407348633,-0.26884377002716064,-0.393830669093132,-0.3935290813446045,0.40230846405029297,-0.2500533081154015,6.621606572392807,6.504391351882555,6.55734539181821,9.64075932787944,-0.2809224009513855,-0.36444481849670407,-0.4051958435285091,-0.40764671087265014,0.43352537870407104
0.13825488,5,25000,150000,150000,False,,,6,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-17-28,1652811448,380.69902181625366,2312.3728227615356,283289,cpu-q-259,10.43.77.35,2312.3728227615356,0,6,31acc_00000,-0.2360192,1.4854445,3.2490952,-3.0409713,0.44614077,0.12976311,0.93318456,0.08529362,-6.3418617,4.3111367,-0.15477471,0.77827144,-0.9990962,0.99954563,6450.4385,6450.4385,6450.4385,0.0,1000.0,1000,1000,0.0,6563.881424268557,6316.148971800387,6748.168533022307,104.07723348390378,1000.0,1000,1000,0.0,370.42688,6.3986626,-371.54504,0.13232084,-0.0005224936,5.3902011131867766e-05,0.1533803231723141,29.71880228992086,349.0041448142438,0.07408364658476785,0.11343850701814517,0.6062202480097767,0.002478976995917037,0.0005069820035714656,1.9060098566114902e-06,160000,6748.168533022316,6590.85037719583,160,160000,-0.6129854944426161,6.025211695069856,6.835883897672385,6.8805960592787585,10.198089603559472,-0.22699494361877443,-0.2764929294586182,-0.3854455160617829,-0.38868653774261475,0.46709496974945064,-0.17919234157122285,7.455479578135055,6.956333715410901,7.013914596229753,10.062320992843121,-0.25133527636528014,-0.3993199849128723,-0.3924522911423445,-0.3940505838394165,0.46188883125782015
0.14737992,6,25000,175000,175000,False,,,7,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-23-43,1652811823,374.5637717247009,2686.9365944862366,283289,cpu-q-259,10.43.77.35,2686.9365944862366,0,7,31acc_00000,-0.28102127,1.4166383,3.748013,-3.9125936,0.4505885,0.14292489,0.94798136,0.097165264,-5.843155,4.350928,-0.16661991,0.7622854,-0.9984804,0.9993132,7031.0273,7031.0273,7031.0273,0.0,1000.0,1000,1000,0.0,6959.0722854489195,6836.191928459975,7106.066316327311,83.96861055506122,1000.0,1000,1000,0.0,418.48935,6.32098,-419.58487,0.14320897,-0.00033571548,4.3517007725313306e-05,0.15441229072166607,28.87445648838184,343.5311189080239,0.07336725891218521,0.3051337110227905,0.6063655909965746,0.0019193600164726377,0.0005096509994473308,2.0980078261345625e-06,185000,7106.066316327309,7048.158218490495,185,185000,-0.4883629255495579,7.639927486735587,7.428468752317396,7.492623277191228,10.74805598182042,-0.2564684867858887,-0.4311888694763184,-0.3974410125076771,-0.39893273115158084,0.4928339779376984,-0.15491474351528584,7.552071977222795,7.347904797905097,7.445379864146743,10.485342092847736,-0.27026398777961735,-0.41234587192535405,-0.3888325124561788,-0.3905576419830322,0.44535244107246397
0.15386505,7,25000,200000,200000,False,,,8,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-29-57,1652812197,373.86071848869324,3060.79731297493,283289,cpu-q-259,10.43.77.35,3060.79731297493,0,8,31acc_00000,-0.25008556,1.4224985,3.7974877,-3.7064762,0.43591666,0.14258881,0.92269903,0.08318002,-6.056148,4.136134,-0.1538188,0.7622804,-0.9998754,0.9992173,7358.576,7358.576,7358.576,0.0,1000.0,1000,1000,0.0,7177.993584106216,6938.351649182236,7379.784041072393,132.1363972094192,1000.0,1000,1000,0.0,455.553,6.5874863,-456.55844,0.15088807,-0.00023792854,4.7442008508369327e-05,0.15574367792578414,29.11167699145153,342.7856098851771,0.07246786207542755,0.11537874600617215,0.6068036879878491,0.0018773539923131466,0.0004886790120508522,2.176006091758609e-06,210000,7379.784041072397,7345.283383977722,210,210000,-0.28451071554156965,6.646038139998609,7.745381375502073,7.93147307236886,10.774814565107693,-0.2332152843475342,-0.35339667797088625,-0.3868049441277981,-0.38536490201950074,0.5229190170764922,-0.10126282332809544,7.236132627684128,7.564487176227819,7.692618685990361,10.742294066995441,-0.2691700279712677,-0.39747816801071173,-0.3864935921216011,-0.3896478939056397,0.4654908829927445
0.15855104,8,25000,225000,225000,False,,,9,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-36-11,1652812571,373.91929841041565,3434.7166113853455,283289,cpu-q-259,10.43.77.35,3434.7166113853455,0,9,31acc_00000,-0.2139016,1.4103284,3.5545154,-3.4061852,0.43496665,0.13836978,0.9194713,0.09539687,-5.698303,3.6300263,-0.13072136,0.76329935,-0.99884784,0.99875265,7727.531,7727.531,7727.531,0.0,1000.0,1000,1000,0.0,7439.100790501732,7318.2109377034485,7535.438333392038,67.26922951034913,1000.0,1000,1000,0.0,484.3206,6.3582287,-485.2237,0.15736218,-0.0001702042,5.5182987125590444e-05,0.1543758574698586,28.828204164048657,343.0869865528657,0.07206356682581827,0.1139674220175948,0.6485956189862918,0.0020256400166545063,0.0005000380042474717,2.0190200302749872e-06,235000,7535.438333392048,7367.702090199405,235,235000,-0.1441812394409646,8.602109895720105,8.111557226988145,8.290388124232209,11.108913888378662,-0.24404044151306153,-0.4029249668121338,-0.38402650730609894,-0.38991277217864995,0.4323052048683167,0.013798574176090119,7.990005202598127,7.823996860555904,7.9647462603650325,10.880188859195425,-0.19537485539913177,-0.40385856389999386,-0.3848960700541735,-0.38719590783119207,0.46856584787368777
0.16426204,9,25000,250000,250000,False,,,10,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-42-07,1652812927,355.9143748283386,3790.630986213684,283289,cpu-q-259,10.43.77.35,3790.630986213684,0,10,31acc_00000,-0.236808,1.4122277,3.4297001,-3.5024436,0.44714794,0.14893895,1.0722196,0.08774546,-5.8750834,4.093153,-0.14319442,0.767697,-0.9998288,0.9990721,7673.636,7673.636,7673.636,0.0,1000.0,1000,1000,0.0,7662.628204988949,7385.885952774295,7775.492026741203,101.68503405410121,1000.0,1000,1000,0.0,509.4193,6.2801704,-510.2646,0.16337799,-0.00021158661,4.884498775936663e-05,0.14802815768052824,28.145745327026816,325.94021937812795,0.07007743953727186,0.10165360500104725,0.5374928429955617,0.0017546750023029745,0.000439864001236856,1.7569982446730137e-06,260000,7775.492026741209,7663.894859981359,260,260000,0.029629990988093158,8.657359147215402,8.059597226695688,8.252104657610104,11.200969344577503,-0.11770148277282716,-0.449742603302002,-0.38596135292053224,-0.38988579511642457,0.4642479658126831,0.20858969159600482,8.232899310575817,8.051196861956829,8.225594151696232,11.169873841430036,-0.23098433256149292,-0.3887218570709229,-0.38856865696787835,-0.3919589996337891,0.45378440558910366
0.17014767,10,25000,275000,275000,False,,,11,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-46-44,1652813204,276.95560479164124,4067.5865910053253,283289,cpu-q-259,10.43.77.35,4067.5865910053253,0,11,31acc_00000,-0.17284708,1.4259865,2.8674583,-3.1955576,0.43696094,0.14549012,0.93220663,0.064848855,-5.5802126,3.9826407,-0.116480194,0.7616689,-0.9985834,0.99909717,7840.736,7840.736,7840.736,0.0,1000.0,1000,1000,0.0,7817.7778038985825,7652.004967557186,7976.782187135611,93.16875273285211,1000.0,1000,1000,0.0,532.25793,6.1939836,-533.0497,0.16678602,-0.00020492364,4.404099308885634e-05,0.1288354483549483,22.683870938868495,251.5882202112407,0.059631644311593845,1.1518343269999605,0.5020069669990335,0.038442552991909906,0.030158020003000274,2.6459747459739447e-06,285000,7976.782187135611,7831.251356882679,285,285000,-0.19933023059930527,6.939778872161924,8.232079346609831,8.447625966563237,10.944192855362001,-0.22323129177093506,-0.43580679893493657,-0.3913436512589455,-0.3981058597564697,0.4581918954849244,0.1811959698150796,8.594659340700218,8.202667703771422,8.394054706241164,11.398065415014656,-0.25024118423461916,-0.46485960006713867,-0.38488989987283945,-0.38948403477668764,0.4366928800940514
0.17159402,11,25000,300000,300000,False,,,12,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-50-17,1652813417,212.24279642105103,4279.829387426376,283289,cpu-q-259,10.43.77.35,4279.829387426376,0,12,31acc_00000,-0.24136762,1.3849609,2.9764225,-3.18766,0.43487084,0.1429338,0.99467856,0.07505434,-5.467388,3.9786134,-0.14487159,0.7582166,-0.9992716,0.9990127,8053.4062,8053.4062,8053.4062,0.0,1000.0,1000,1000,0.0,8006.2622864251,7836.707405433795,8154.127828408833,90.08414479576612,1000.0,1000,1000,0.0,552.2486,6.1328425,-552.97943,0.17115328,-3.4144203e-05,4.502700176090002e-05,0.0814449125318788,14.022959271358559,197.1123740222829,0.035824968304950744,0.07329044400830753,0.5021230700076558,0.001574572001118213,0.0004140559758525342,1.9650033209472895e-06,310000,8154.127828408835,8154.127828408835,310,310000,-0.22561150739145885,9.56939884479766,8.433165983077737,8.61746464432457,11.423775858365776,-0.16089640855789186,-0.263336706161499,-0.37975963143706326,-0.38584184646606445,0.47085950970649726,-0.1651066896620088,9.086210496936474,8.390534960313902,8.593037831667147,11.269861086556412,-0.24018869280815122,-0.37701159477233886,-0.38427267388880254,-0.3905615162849426,0.44070518136024467
0.17634465,12,25000,325000,325000,False,,,13,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-53-45,1652813625,207.38751578330994,4487.216903209686,283289,cpu-q-259,10.43.77.35,4487.216903209686,0,13,31acc_00000,-0.23076288,1.4253995,4.1205707,-3.2267957,0.4384713,0.143775,0.96006125,0.07630438,-6.013199,3.8986843,-0.14112721,0.77400666,-0.99969023,0.99999124,8238.179,8238.179,8238.179,0.0,1000.0,1000,1000,0.0,8151.405118556055,7917.475664257929,8327.25500680272,115.5668086746575,1000.0,1000,1000,0.0,569.4923,6.09932,-570.17206,0.17363274,-0.00018397091,2.434599446132779e-05,0.07656831666827202,13.406050615711138,192.9286053305259,0.03284886144683696,0.07325029600178823,0.4863445730006788,0.0016295900277327746,0.00041456500184722245,1.8769933376461267e-06,335000,8327.255006802705,7917.475664257921,335,335000,-0.08015821401420153,8.205923811458433,8.620768589321893,8.830489421359964,11.416878332327105,-0.39329190254211427,-0.35212125778198244,-0.38259007334709166,-0.38728121519088743,0.4295280337333679,-0.027110781593184002,8.849652074645974,8.531221213557455,8.788306472709262,11.422231237422466,-0.28419150173664093,-0.3653200387954712,-0.3798160950013995,-0.3869995391368866,0.44533455699682245
0.18007451,13,25000,350000,350000,False,,,14,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_19-57-12,1652813832,207.3881013393402,4694.6050045490265,283289,cpu-q-259,10.43.77.35,4694.6050045490265,0,14,31acc_00000,-0.18429673,1.4959131,3.3692596,-3.2369084,0.43625116,0.14019077,0.933044,0.07793973,-6.280763,3.8244634,-0.11144987,0.78075725,-0.99924904,0.999783,8240.592,8240.592,8240.592,0.0,1000.0,1000,1000,0.0,8283.965658592642,8169.181249426027,8380.768080978996,78.67007750928845,1000.0,1000,1000,0.0,586.22577,6.1619005,-586.86554,0.17807595,-0.0001247874,2.453001798130572e-05,0.0755467286799103,13.33903772366466,192.9049502419366,0.03271629009395838,0.1613353920110967,0.4918866240186617,0.0015760809765197337,0.00041390801197849214,1.7569982446730137e-06,360000,8444.2553735818,8189.271720085203,360,360000,-0.04361951666329619,9.339915936703846,8.620294854844175,8.844619480225049,11.183331855065047,-0.2538149118423462,-0.42257242202758794,-0.3797027329325676,-0.38221943378448486,0.47124456167221074,-0.5036783320783399,9.199947024606558,8.663594908633291,8.908003865391137,11.765804874396961,-0.28898084759712217,-0.4020692849159241,-0.37962925004065035,-0.3862716460227966,0.45322274506092075
0.17960379,14,25000,375000,375000,False,,,15,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_20-00-39,1652814039,207.17558193206787,4901.780586481094,283289,cpu-q-259,10.43.77.35,4901.780586481094,0,15,31acc_00000,-0.19603379,1.4366192,3.2112849,-3.7163563,0.436437,0.14843012,0.99387395,0.06526491,-5.722757,4.0544634,-0.124153934,0.7669514,-0.9983603,0.99983764,8790.253,8790.253,8790.253,0.0,1000.0,1000,1000,0.0,8515.749309796634,8434.296166098336,8641.205020618418,75.5273471727419,1000.0,1000,1000,0.0,601.7695,6.057457,-602.38116,0.18082556,5.4568747e-05,2.474401844665408e-05,0.07636822701897472,13.456194112921366,192.66636286510038,0.032763558643637225,0.07449432701105252,0.4860083909879904,0.0015601209888700396,0.00040902799810282886,1.8049904610961676e-06,385000,8641.20502061841,8441.149319688837,385,385000,-0.43062615588052866,8.020703657767854,9.160549616806692,9.40642591026041,11.946878692618567,-0.30068678855895997,-0.36339540481567384,-0.37029694576263433,-0.37875548601150516,0.414596951007843,-0.5855414387567297,9.018776916505203,8.890533869204765,9.148147743175329,12.049084021174043,-0.3155976629257203,-0.38928194999694826,-0.37478455940812827,-0.38131594061851504,0.4804996100068092
0.18656689,15,25000,400000,400000,False,,,16,aa6a66a2866746f0a9d46236d60e4b5e,2022-05-17_20-04-06,1652814246,206.95408058166504,5108.734667062759,283289,cpu-q-259,10.43.77.35,5108.734667062759,0,16,31acc_00000,-0.14813112,1.4521741,3.048949,-3.3241224,0.43463612,0.13830546,0.86231893,0.061941735,-6.2167206,3.9470847,-0.11212113,0.7714544,-0.99964875,0.9989425,8850.574,8850.574,8850.574,0.0,1000.0,1000,1000,0.0,8662.109192851965,8381.578138586721,8894.569437595554,146.22401104752535,1000.0,1000,1000,0.0,618.44464,6.1016145,-619.0616,0.1827582,-0.00025435234,2.7180009055882692e-05,0.0754139490891248,13.253857195435558,192.6198833992239,0.032593511044979095,0.10115849200519733,0.48905716501758434,0.0016812369867693633,0.0004121529927942902,1.9060098566114902e-06,410000,8894.569437595545,8786.63024960607,410,410000,-0.7375750985927474,9.979274873995791,9.221625811541239,9.529665586875424,13.168638335520605,-0.3263342142105103,-0.23515636920928956,-0.3710511719346047,-0.37626605033874516,0.42381219863891606,-0.4554418066525131,9.622161887739594,9.031980143166964,9.311391806755317,12.040939227533183,-0.2945772159099579,-0.42460518836975103,-0.3698709503149986,-0.3783485078811646,0.4643571442365647
